record_id,payload,source,source_family,evidence_type,date,year,title,url,doi,pmid,nct_id,patent_id,journal_or_source,payload_relevance,decision_relevance,relevance_score,status,flags,snippet
pubmed-amanitin-b48640ba5fd0cc,amanitin,PubMed,paper,paper,2024-01-01,2024,Transforming toxins into treatments: the revolutionary role of α-amanitin in cancer therapy.,https://pubmed.ncbi.nlm.nih.gov/38555326/,,38555326,,,Arch Toxicol,direct,high,100,auto_parsed_pending_review,,
pubmed-amanitin-9c17e0f9ac56be,amanitin,PubMed,paper,paper,2024-01-01,2024,Novel Anti-B-cell Maturation Antigen Alpha-Amanitin Antibody-drug Conjugate HDP-101 Shows Superior Activity to Belantamab Mafodotin and Enhanced Efficacy in Deletion 17p Myeloma Models.,https://pubmed.ncbi.nlm.nih.gov/38260385/,,38260385,,,Res Sq,direct,high,100,auto_parsed_pending_review,,
pubmed-amanitin-f431bfc8ab8a7c,amanitin,PubMed,paper,paper,2025-01-01,2025,Novel Amanitin-Based Antibody-Drug Conjugates Targeting TROP2 for the Treatment of Pancreatic Cancer.,https://pubmed.ncbi.nlm.nih.gov/39564769/,,39564769,,,Mol Cancer Ther,direct,high,100,auto_parsed_pending_review,,
pubmed-amanitin-cae594cebd411c,amanitin,PubMed,paper,paper,2026-01-01,2026,Amanitin-Based Fc-Small Molecule Drug Conjugates with Non-Cleavable Linker: A Novel Therapeutic Strategy for Prostate Cancer Targeted Therapy.,https://pubmed.ncbi.nlm.nih.gov/41841414/,,41841414,,,Mol Cancer Ther,direct,high,100,auto_parsed_pending_review,,
google-patents-search-amanitin-6c2e7988c559dd,amanitin,Google Patents Search,patent,patent_search_seed,2026-01-01,2026,amanitin / alpha-amanitin 类 专利检索入口（待 IP 人工复核）,https://patents.google.com/?q=amanitin+%2F+alpha-amanitin+%E7%B1%BB+antibody+drug+conjugate+payload+linker+patent,,,,,Google Patents Search,direct,high,100,flagged_needs_review,patent_needs_ip_review,PatentsView 当前不可用或无稳定返回。该记录是人工 IP 复核入口：请用 payload 别名、ADC、linker-payload、combination、biomarker 等关键词检索。关键词：amanitin / alpha-amanitin 类 antibody drug conjugate payload linker patent
news-search-seed-amanitin-6b6ec828a2dd2c,amanitin,News Search Seed,news,news_search_seed,2026-01-01,2026,amanitin / alpha-amanitin 类 新闻/公司动态检索入口（待人工复核）,https://news.google.com/search?q=amanitin+%2F+alpha-amanitin+%E7%B1%BB+ADC+payload+company+news+clinical+update,,,,,Google News Search,direct,high,90,flagged_needs_review,news_metadata_only,GDELT 当前限流或不可用。该记录只作为新闻和公司动态人工复核入口，不代表已确认新闻结论。关键词：amanitin / alpha-amanitin 类 ADC payload company news clinical update
pubmed-amanitin-fe15d813ada2f6,amanitin,PubMed,paper,paper,2026-01-01,2026,Amatoxin-derived payloads and their antibody-drug conjugate: unique bicyclopeptide ADCs exhibiting targeted antitumor activity.,https://pubmed.ncbi.nlm.nih.gov/41875754/,,41875754,,,Bioorg Chem,weak,medium,78,auto_parsed_pending_review,,
pubmed-amanitin-16ac99fded02a0,amanitin,PubMed,paper,paper,2026-01-01,2026,"Fungal ribosomally synthesized and post-translationally modified peptides (F-RiPPs): Biosynthesis, genome mining, structural diversity, and translational potential as targeted anticancer ADC payloads.",https://pubmed.ncbi.nlm.nih.gov/42119713/,,42119713,,,Fitoterapia,weak,medium,78,auto_parsed_pending_review,,
pubmed-amanitin-45c44f23e41125,amanitin,PubMed,paper,paper,2025-01-01,2025,Advances in Immunotherapy for HER2 Low-Expressing Triple-Negative Breast Cancer.,https://pubmed.ncbi.nlm.nih.gov/41356427/,,41356427,,,Cancer Manag Res,weak,medium,76,auto_parsed_pending_review,,
pubmed-amanitin-164c1837e0662d,amanitin,PubMed,paper,paper,2025-01-01,2025,Site-Specific Modification of Native IgGs with Flexible Drug-Load.,https://pubmed.ncbi.nlm.nih.gov/39305147/,,39305147,,,Chembiochem,weak,medium,76,auto_parsed_pending_review,,
pubmed-amanitin-2f84d895924dae,amanitin,PubMed,paper,paper,2024-01-01,2024,Natural-source payloads used in the conjugated drugs architecture for cancer therapy: Recent advances and future directions.,https://pubmed.ncbi.nlm.nih.gov/39134188/,,39134188,,,Pharmacol Res,weak,medium,74,auto_parsed_pending_review,,
pubmed-amanitin-66afaf51ca9962,amanitin,PubMed,paper,paper,2023-01-01,2023,Sulfoxides in medicine.,https://pubmed.ncbi.nlm.nih.gov/37307682/,,37307682,,,Curr Opin Chem Biol,weak,medium,72,auto_parsed_pending_review,,
openalex-amanitin-d3dc905c73030a,amanitin,OpenAlex,paper_metadata,paper_metadata,2026-05-12,2026,"Antibody-Drug Conjugates in Oncology: Mechanisms, Clinical Progress, and Future Directions",https://doi.org/10.66505/cbtt.v1i2.32,10.66505/cbtt.v1i2.32,,,,Cancer Biome and Targeted Therapy,weak,low,52,auto_parsed_pending_review,,
openalex-amanitin-d41e9103f5323b,amanitin,OpenAlex,paper_metadata,paper_metadata,2026-05-13,2026,Amatoxins Against Cancer,https://doi.org/10.5281/zenodo.20160482,10.5281/zenodo.20160482,,,,Zenodo (CERN European Organization for Nuclear Research),weak,low,52,auto_parsed_pending_review,,
openalex-amanitin-856b8b37c96756,amanitin,OpenAlex,paper_metadata,paper_metadata,2026-05-13,2026,Amatoxins Against Cancer,https://doi.org/10.5281/zenodo.20160483,10.5281/zenodo.20160483,,,,Zenodo (CERN European Organization for Nuclear Research),weak,low,52,auto_parsed_pending_review,,
openalex-amanitin-d7f5e62993efcc,amanitin,OpenAlex,paper_metadata,paper_metadata,2026-05-20,2026,Peptide Tag-nology for Preparation of Site-Specific Antibody–Drug Conjugates,https://doi.org/10.1021/acs.bioconjchem.6c00154,10.1021/acs.bioconjchem.6c00154,,,,Bioconjugate Chemistry,weak,low,52,auto_parsed_pending_review,,
openalex-amanitin-f36585e2759ceb,amanitin,OpenAlex,paper_metadata,paper_metadata,2026-05-28,2026,"A phase 1/2, first-in-human, open-label, dose-escalation and -expansion study of TAK-188, a novel antibody-drug conjugate (ADC) targeting CCR8 <sup>+</sup> regulatory T cells, in adult patients with locally advanced or metastatic solid tumors.",https://doi.org/10.1200/jco.2026.44.16_suppl.tps3155,10.1200/jco.2026.44.16_suppl.tps3155,,,,Journal of Clinical Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-amanitin-6bf1ae90022840,amanitin,OpenAlex,paper_metadata,paper_metadata,2026-05-28,2026,"Antibody–drug conjugates in colorectal cancer: molecular design, preclinical advances, and translational challenges",https://doi.org/10.1007/s00280-026-04906-9,10.1007/s00280-026-04906-9,,,,Cancer Chemotherapy and Pharmacology,weak,low,52,auto_parsed_pending_review,,
openalex-amanitin-244e5078a4e314,amanitin,OpenAlex,paper_metadata,paper_metadata,2026-06-10,2026,Current positioning and future development of belantamab mafodotin and other antibody-drug conjugates to treat multiple myeloma,https://doi.org/10.3389/fonc.2026.1822419,10.3389/fonc.2026.1822419,,,,Frontiers in Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-amanitin-299bf917c38dc8,amanitin,OpenAlex,paper_metadata,paper_metadata,2026-06-15,2026,"Antibody-drug conjugates in gynecologic malignancies: breakthroughs, challenges, and future directions",https://doi.org/10.3389/fimmu.2026.1831465,10.3389/fimmu.2026.1831465,,,,Frontiers in Immunology,weak,low,52,auto_parsed_pending_review,,
crossref-amanitin-4c8b847af5d462,amanitin,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,Targeting Efflux Pumps and Biofilm Formation in Multi-Drug Resistance Proteus Mirabilis Using Berberine and Nano-Based Compounds,https://doi.org/10.21608/ejmm.2026.485691.2384,10.21608/ejmm.2026.485691.2384,,,,Egyptian Journal of Medical Microbiology,weak,low,39,flagged_needs_review,crossref_low_relevance,
crossref-amanitin-5c1c7daa3770fc,amanitin,Crossref,paper_metadata,paper_metadata,2027-01-01,2027,Evaluating circulating tumor DNA methylation patterns of a multi-gene panel for colorectal cancer diagnosis: A pilot study,https://doi.org/10.1016/j.cca.2026.121191,10.1016/j.cca.2026.121191,,,,Clinica Chimica Acta,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-amanitin-1d4956de646daa,amanitin,Crossref,paper_metadata,paper_metadata,2027-01-01,2027,Nanotechnology and drug delivery: Fundamentals and applications,https://doi.org/10.1016/b978-0-443-44119-6.00017-3,10.1016/b978-0-443-44119-6.00017-3,,,,Multifunctional Nano pharmaceuticals for Biomedical Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-amanitin-ca1fd540950385,amanitin,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,"Folate/mannose dual-ligand lipid shell-coated ZnMnO2 nanoflowers for DRP-104 delivery, immunometabolic modulation, and enhanced lung cancer immunotherapy",https://doi.org/10.1016/j.jmst.2026.05.034,10.1016/j.jmst.2026.05.034,,,,Journal of Materials Science &amp; Technology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-amanitin-dbb4c79a5f3416,amanitin,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,Multiscale analysis of a mathematical model of human papillomavirus with combined therapy and progression to cervical cancer,https://doi.org/10.1016/j.nonrwa.2026.104654,10.1016/j.nonrwa.2026.104654,,,,Nonlinear Analysis: Real World Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-amanitin-9ef363a8175ce2,amanitin,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,Traveling wave solutions in a reaction-diffusion within-host HIV epidemic model with distributed delays and drug therapy,https://doi.org/10.1016/j.nonrwa.2026.104684,10.1016/j.nonrwa.2026.104684,,,,Nonlinear Analysis: Real World Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-amanitin-03a4e4518d1920,amanitin,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,In Vitro Killing of Multi-Drug Resistant Microorganisms Isolated from Ventilator Associated Pneumonia by Nanoparticles,https://doi.org/10.21608/ejmm.2026.481052.2331,10.21608/ejmm.2026.481052.2331,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-amanitin-33e0ad06094559,amanitin,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,Association of HOTAIR single Nucleotide Polymorphisms (rs920778 and rs12826786) with Breast Cancer: An Egyptian Study,https://doi.org/10.21608/ejmm.2026.485454.2379,10.21608/ejmm.2026.485454.2379,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
clinicaltrialsgov-dm1-6ab6ecdadb7b8b,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2016-09-12,2016,Trial of Neoadjuvant Trastuzumab Emtansine in Patients With HER2-Equivocal Breast Cancer,https://clinicaltrials.gov/study/NCT02725541,,,NCT02725541,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"This is an open label, neoadjuvant phase II study to evaluate the objective response, toxicity, and safety of trastuzumab emtansine in patients with newly diagnosed HER2-equivocal breast cancer. Trastuzumab emtansine at a dose of 3.6 mg/kg will be intravenously administered every 3 weeks for a total of 6 weeks. Patients who achieve a partial or complete response after the 6-week treatment (responders) will continue on trastuzumab emtansine for an additional 12 weeks. Trastuzumab emtansine PHASE2"
clinicaltrialsgov-dm1-6479c11536f71f,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2022-05-25,2022,T-DM1 With or Without Abemaciclib for the Treatment of HER2-Positive Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT04351230,,,NCT04351230,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"This phase II trial studies how well T-DMI with or without abemaciclib works for the treatment of HER2-positive breast cancer that has spread to other places in the body (metastatic). T-DM1 is a monoclonal antibody, called trastuzumab, linked to a chemotherapy drug called DM1. Trastuzumab attaches to HER2 positive cancer cells in a targeted way and delivers DM1 to kill them. Abemaciclib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving T-DM1 and ab"
clinicaltrialsgov-dm1-e53c0cdd2cab09,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2023-02-09,2023,Liquid Biopsy: Intercepting Mutational Trajectories of HER2 (Human Epidermal Growth Factor Receptor 2) Breast Cancer (GIM21 Trial),https://clinicaltrials.gov/study/NCT05735392,,,NCT05735392,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"This is an open, interventional, non-pharmacological, prospective study. Patients will receive trastuzumab emtansine (T-DM1) at 3.6 mg/kg intravenously every 21 days, as per Summary of Product Characteristics (SmPC). This is a no-profit study. Both blood and tissues collection for patients with metastatic breast cancer HER2+ pretreated with no more than one line of anti-HER2 therapy for advanced breast cancer. NA"
clinicaltrialsgov-dm1-a8a28cf68d3d63,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2025-02-25,2025,"A Prospective, Randomized Multicenter, Open-label Comparison of Preoperative Trastuzumab Emtansine (T-DM1) With or Without Standard Endocrine Therapy vs. Trastuzumab With Standard Endocrine Therapy Given for Twelve Weeks in Patients With Operable HER2+/HR+ Breast Cancer Within the ADAPT Protocol.",https://clinicaltrials.gov/study/NCT01745965,,,NCT01745965,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,Trial to optimize neoadjuvant therapy for HER overexpression and co-expressing of hormone receptors(ER and/or PR) breast cancer (HEr2+/HR+). A new high potential trastuzumab conjugate T-DM1(trastuzumab was linked with the cytotoxic agent mertansine DM1)was tested with endocrine therapy and without against a standard arm with trastuzumab and endocrine therapy. T-DM1; Trastuzumab PHASE2
clinicaltrialsgov-dm1-aac20eb9b2538d,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2025-06-23,2025,The SAPPHO Study: Sequential Therapy With Curative Intent in de Novo HER2+ Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT06439693,,,NCT06439693,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"The purpose of this study is to test the safety and effectiveness of a sequence of drugs (a Taxane plus Trastuzumab plus Pertuzumab followed by Trastuzumab Deruxtecan, followed by Tucatinib plus Ado-Trastuzumab Emtansine (T-DM1), followed by Trastuzumab plus Pertuzumab plus Tucatinib) in HER2+ Breast Cancer. The study will help investigators understand whether first intensifying therapy for a specific period and then stopping treatment is safe and effective for participants. The names of the stu"
clinicaltrialsgov-dm1-4ca3b1cda8f53f,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2025-08-10,2025,Clinical Trial of TQB2102 for Injection Versus Trastuzumab Emtansine for Injection in HER2-positive Advanced Breast Cancer,https://clinicaltrials.gov/study/NCT07008976,,,NCT07008976,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"This study adopted a randomized, open-label, positive drug-controlled, multi-center trial design. The primary endpoint was PFS evaluated by the Independent Review Committee (IRC). Eligible subjects were randomly assigned in a 1:1 ratio to receive either TQB2102 for injection or trastuzumab emtansine for injection. TQB2102 Injection; Trastuzumab Emtansine for Injection PHASE3"
clinicaltrialsgov-dm1-a6ac2e0973694b,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2025-10-15,2025,A Study to Compare DB-1303/BNT323 Versus T-DM1 in Breast Cancer,https://clinicaltrials.gov/study/NCT06265428,,,NCT06265428,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"This study is designed to compare efficacy and safety of DB-1303/BNT323 versus T-DM1 in HER2-positive, unresectable and/or metastatic breast cancer patients previously treated with trastuzumab and taxane. DB-1303/BNT323; T-DM1 PHASE3"
clinicaltrialsgov-dm1-a09216839c2cc1,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2025-12-14,2025,"SHR-A1811 Plus Pertuzumab as Neoadjuvant Therapy for Early or Locally Advanced HR-Positive HER2-Positive Breast Cancer: A Prospective, Open-Label, Phase II Study",https://clinicaltrials.gov/study/NCT07307287,,,NCT07307287,,ClinicalTrials.gov,direct,high,100,auto_parsed_pending_review,,"Breast cancer is the most common malignancy in women, with approximately 20% classified as HER2-positive. Anti-HER2 blockade (trastuzumab plus pertuzumab) combined with chemotherapy constitutes the standard neoadjuvant regimen; however, the pathological complete response (pCR) rate in the HR-positive subgroup remains only 35-40%, and platinum-containing schedules are associated with significant hematologic toxicity. Antibody-drug conjugates (ADCs) integrate targeted delivery with potent cytotoxi"
pubmed-dm1-b323efe5d28737,DM1,PubMed,paper,paper,2026-01-01,2026,Prognostic Role of Inflammatory Indices and Real-World Outcomes in HER2-Positive Metastatic Breast Cancer Treated with Trastuzumab Emtansine.,https://pubmed.ncbi.nlm.nih.gov/42279613/,,42279613,,,Diagnostics (Basel),direct,high,100,auto_parsed_pending_review,,
pubmed-dm1-4ce72b2b1aeffa,DM1,PubMed,paper,paper,2026-01-01,2026,Safety of concurrent T-DM1 and radiation therapy in HER2-positive breast cancer with residual disease after neoadjuvant chemotherapy.,https://pubmed.ncbi.nlm.nih.gov/42240561/,,42240561,,,Int J Radiat Biol,direct,high,100,auto_parsed_pending_review,,
pubmed-dm1-cf1b93c9cf58fe,DM1,PubMed,paper,paper,2026-01-01,2026,"A chemotherapy-free, pathological response-adapted strategy using trastuzumab-pertuzumab and T-DM1 in HER2-positive early breast cancer: the PHERGain-2 study.",https://pubmed.ncbi.nlm.nih.gov/42097893/,,42097893,,,Ann Oncol,direct,high,100,auto_parsed_pending_review,,
pubmed-dm1-e4e3d2f8949632,DM1,PubMed,paper,paper,2026-01-01,2026,Antibody-drug conjugate sequencing in HER2-positive metastatic breast cancer: Real-world outcomes of trastuzumab deruxtecan with and without prior T-DM1 exposure.,https://pubmed.ncbi.nlm.nih.gov/41980521/,,41980521,,,Breast,direct,high,100,auto_parsed_pending_review,,
pubmed-dm1-cb7438ca7ab1d3,DM1,PubMed,paper,paper,2026-01-01,2026,Potency and safety of novel [(225)Ac]Ac-labeled pertuzumab-PEGylated emtansine drug conjugate against HER2-positive breast cancer.,https://pubmed.ncbi.nlm.nih.gov/41946831/,,41946831,,,Br J Cancer,direct,high,100,auto_parsed_pending_review,,
pubmed-dm1-64d62e8c78fe90,DM1,PubMed,paper,paper,2026-01-01,2026,"Pharmacovigilance study and development of a clinical decision flowchart for personalized selection of trastuzumab, T-DXd, and T-DM1 in breast cancer patients.",https://pubmed.ncbi.nlm.nih.gov/41518486/,,41518486,,,Clin Transl Oncol,direct,high,100,auto_parsed_pending_review,,
google-patents-search-dm1-781c5f3d614301,DM1,Google Patents Search,patent,patent_search_seed,2026-01-01,2026,DM1 / emtansine 类 专利检索入口（待 IP 人工复核）,https://patents.google.com/?q=DM1+%2F+emtansine+%E7%B1%BB+antibody+drug+conjugate+payload+linker+patent,,,,,Google Patents Search,direct,high,100,flagged_needs_review,patent_needs_ip_review,PatentsView 当前不可用或无稳定返回。该记录是人工 IP 复核入口：请用 payload 别名、ADC、linker-payload、combination、biomarker 等关键词检索。关键词：DM1 / emtansine 类 antibody drug conjugate payload linker patent
news-search-seed-dm1-ace77e7461b7f9,DM1,News Search Seed,news,news_search_seed,2026-01-01,2026,DM1 / emtansine 类 新闻/公司动态检索入口（待人工复核）,https://news.google.com/search?q=DM1+%2F+emtansine+%E7%B1%BB+ADC+payload+company+news+clinical+update,,,,,Google News Search,direct,high,90,flagged_needs_review,news_metadata_only,GDELT 当前限流或不可用。该记录只作为新闻和公司动态人工复核入口，不代表已确认新闻结论。关键词：DM1 / emtansine 类 ADC payload company news clinical update
clinicaltrialsgov-dm1-a8d2241bc972dd,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2026-05-06,2026,HER2 Molecular Imaging With 89Zr-trastuzumab PET/CT as a Predictive Biomarker for Antibody-drug Conjugate Sequencing in Patients With Advanced HER2-positive Breast Cancer,https://clinicaltrials.gov/study/NCT06595563,,,NCT06595563,,ClinicalTrials.gov,weak,high,90,auto_parsed_pending_review,,"ZEPHIR-02 is a multicentre, open-label phase II study that will enroll subjects with HER2-positive advanced/metastatic breast cancer (mBC) who have experienced disease progression under trastuzumab deruxtecan (T-DXd) in the metastatic setting. All subjects will undergo baseline biopsy, blood collection, FDG-PET/CT and 89Zr-trastuzumab PET/CT (HER2-PET/CT) and will be classified as HER2-PET/CT positive or negative, as previously described in the ZEPHIR trial. Focusing on a central visual ""patient"
clinicaltrialsgov-dm1-034adee0f1c852,DM1,ClinicalTrials.gov,clinical_trial,clinical_trial,2024-02-29,2024,Serial Measurements of Molecular and Architectural Responses to Therapy (SMMART) PRIME Trial,https://clinicaltrials.gov/study/NCT03878524,,,NCT03878524,,ClinicalTrials.gov,weak,high,89,auto_parsed_pending_review,,This phase Ib trial determines if samples from a patient's cancer can be tested to find combinations of drugs that provide clinical benefit for the kind of cancer the patient has. This study is also being done to understand why cancer drugs can stop working and how different cancers in different people respond to different types of therapy. Abemaciclib; Abiraterone; Afatinib; Bevacizumab; Bicalutamide; Biospecimen Collection; Bortezomib; Cabazitaxel PHASE1
pubmed-dm1-38776e4c655276,DM1,PubMed,paper,paper,2026-01-01,2026,"Next-generation antibody-drug conjugates in drug-resistant solid tumors: promise, toxicity, and the emerging challenge of acquired resistance.",https://pubmed.ncbi.nlm.nih.gov/42254250/,,42254250,,,Ann Med Surg (Lond),weak,high,81,auto_parsed_pending_review,,
pubmed-dm1-12a14e2e1a355d,DM1,PubMed,paper,paper,2026-01-01,2026,Impact of less invasive axillary staging procedures after neoadjuvant systemic therapy on adjuvant systemic therapy indications in HER2-positive and triple-negative breast cancer.,https://pubmed.ncbi.nlm.nih.gov/42000404/,,42000404,,,Eur J Surg Oncol,weak,medium,78,auto_parsed_pending_review,,
pubmed-dm1-44b01fc699fea5,DM1,PubMed,paper,paper,2026-01-01,2026,Impact of trastuzumab deruxtecan (T-DXd) and brain stereotactic radiosurgery on intracranial control and radionecrosis risk in HER2-positive or -low breast cancer brain metastases.,https://pubmed.ncbi.nlm.nih.gov/41875806/,,41875806,,,Breast,weak,medium,78,auto_parsed_pending_review,,
pubmed-dm1-d7938624dffd9d,DM1,PubMed,paper,paper,2026-01-01,2026,A pH-responsive dual-drug nanoplatform for stromal remodeling and enhanced chemotherapy via MMP3/TGF-β inhibition.,https://pubmed.ncbi.nlm.nih.gov/41583062/,,41583062,,,Int J Pharm X,weak,medium,78,auto_parsed_pending_review,,
openalex-dm1-e52d4ac22208d8,DM1,OpenAlex,paper_metadata,paper_metadata,2026-06-17,2026,Case Report: Persistent severe thrombocytopenia after adjuvant ado-trastuzumab emtansine with sequential bone marrow findings and romiplostim support,https://doi.org/10.3389/fonc.2026.1859304,10.3389/fonc.2026.1859304,,,,Frontiers in Oncology,adjacent,medium,70,auto_parsed_pending_review,,
openalex-dm1-a3da74d0656fe9,DM1,OpenAlex,paper_metadata,paper_metadata,2026-06-10,2026,Nanotechnology integration in oncology for advanced nanoparticle based strategies in targeted cancer diagnosis and treatment,https://doi.org/10.1186/s11671-026-04643-1,10.1186/s11671-026-04643-1,,,,Discover Nano,weak,low,52,auto_parsed_pending_review,,
openalex-dm1-9dde3092375a31,DM1,OpenAlex,paper_metadata,paper_metadata,2026-06-10,2026,Current positioning and future development of belantamab mafodotin and other antibody-drug conjugates to treat multiple myeloma,https://doi.org/10.3389/fonc.2026.1822419,10.3389/fonc.2026.1822419,,,,Frontiers in Oncology,weak,low,52,auto_parsed_pending_review,,
openalex-dm1-4b6566d99d77bd,DM1,OpenAlex,paper_metadata,paper_metadata,2026-06-15,2026,"Antibody-drug conjugates in gynecologic malignancies: breakthroughs, challenges, and future directions",https://doi.org/10.3389/fimmu.2026.1831465,10.3389/fimmu.2026.1831465,,,,Frontiers in Immunology,weak,low,52,auto_parsed_pending_review,,
openalex-dm1-d5a927c4cae16f,DM1,OpenAlex,paper_metadata,paper_metadata,2026-06-17,2026,Figure 5 from Advanced CD276-Targeting Dual-Payload Antibody–Drug Conjugates for Cancer Therapy,https://doi.org/10.1158/2767-9764.32702379,10.1158/2767-9764.32702379,,,,,weak,low,52,auto_parsed_pending_review,,
openalex-dm1-5c8e6afc71d3ff,DM1,OpenAlex,paper_metadata,paper_metadata,2026-06-17,2026,Figure 2 from Advanced CD276-Targeting Dual-Payload Antibody–Drug Conjugates for Cancer Therapy,https://doi.org/10.1158/2767-9764.32702391,10.1158/2767-9764.32702391,,,,,weak,low,52,auto_parsed_pending_review,,
openalex-dm1-069ccded7c8c14,DM1,OpenAlex,paper_metadata,paper_metadata,2026-06-17,2026,Figure 3 from Advanced CD276-Targeting Dual-Payload Antibody–Drug Conjugates for Cancer Therapy,https://doi.org/10.1158/2767-9764.32702388,10.1158/2767-9764.32702388,,,,,weak,low,52,auto_parsed_pending_review,,
openalex-dm1-0716041be4c677,DM1,OpenAlex,paper_metadata,paper_metadata,2026-06-19,2026,Past present and future of radiosensitization in cervical cancer,https://doi.org/10.3389/fonc.2026.1846581,10.3389/fonc.2026.1846581,,,,Frontiers in Oncology,weak,low,52,auto_parsed_pending_review,,
crossref-dm1-f7c6121c3f7ef1,DM1,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,Targeting Efflux Pumps and Biofilm Formation in Multi-Drug Resistance Proteus Mirabilis Using Berberine and Nano-Based Compounds,https://doi.org/10.21608/ejmm.2026.485691.2384,10.21608/ejmm.2026.485691.2384,,,,Egyptian Journal of Medical Microbiology,weak,low,39,flagged_needs_review,crossref_low_relevance,
crossref-dm1-c098269a87c600,DM1,Crossref,paper_metadata,paper_metadata,2027-01-01,2027,Evaluating circulating tumor DNA methylation patterns of a multi-gene panel for colorectal cancer diagnosis: A pilot study,https://doi.org/10.1016/j.cca.2026.121191,10.1016/j.cca.2026.121191,,,,Clinica Chimica Acta,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dm1-af2ed16f096c64,DM1,Crossref,paper_metadata,paper_metadata,2027-01-01,2027,A study of the Effect of Radiotherapy and Chemotherapy on some Immunological Parameters in Breast Cancer Patients,https://doi.org/10.21608/ejmm.2026.467222.2183,10.21608/ejmm.2026.467222.2183,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dm1-89d10ad9d65afe,DM1,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,"Folate/mannose dual-ligand lipid shell-coated ZnMnO2 nanoflowers for DRP-104 delivery, immunometabolic modulation, and enhanced lung cancer immunotherapy",https://doi.org/10.1016/j.jmst.2026.05.034,10.1016/j.jmst.2026.05.034,,,,Journal of Materials Science &amp; Technology,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dm1-f7ef8e6a8c76ca,DM1,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,Multiscale analysis of a mathematical model of human papillomavirus with combined therapy and progression to cervical cancer,https://doi.org/10.1016/j.nonrwa.2026.104654,10.1016/j.nonrwa.2026.104654,,,,Nonlinear Analysis: Real World Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dm1-8030b32d35da71,DM1,Crossref,paper_metadata,paper_metadata,2027-02-01,2027,Traveling wave solutions in a reaction-diffusion within-host HIV epidemic model with distributed delays and drug therapy,https://doi.org/10.1016/j.nonrwa.2026.104684,10.1016/j.nonrwa.2026.104684,,,,Nonlinear Analysis: Real World Applications,weak,low,36,flagged_needs_review,crossref_low_relevance,
crossref-dm1-6b819d73e71157,DM1,Crossref,paper_metadata,paper_metadata,2027-04-01,2027,In Vitro Killing of Multi-Drug Resistant Microorganisms Isolated from Ventilator Associated Pneumonia by Nanoparticles,https://doi.org/10.21608/ejmm.2026.481052.2331,10.21608/ejmm.2026.481052.2331,,,,Egyptian Journal of Medical Microbiology,weak,low,36,flagged_needs_review,crossref_low_relevance,
